,Bat1,Bat2,Bat3,Bat4,Bat5,Bat6,Bat7,Bat8,Bat9,Bat10
2017-08-26 00:20:00,498.0,652.0,627.0,330.0,443.0,930.0,637.0,531.0,411.0,602.0
2017-08-26 00:30:00,468.0,638.0,629.0,323.0,429.0,840.0,649.0,518.0,421.0,600.0
2017-08-26 00:40:00,454.0,670.0,654.0,329.0,427.0,750.0,651.0,512.0,409.0,557.0
2017-08-26 00:50:00,461.0,699.0,653.0,324.0,433.0,878.0,646.0,522.0,383.0,541.0
2017-08-26 01:00:00,468.0,731.0,625.0,359.0,443.0,856.0,670.0,518.0,365.0,532.0
2017-08-26 01:10:00,470.0,682.0,605.0,356.0,484.0,796.0,662.0,482.0,363.0,539.0
2017-08-26 01:20:00,468.0,687.0,608.0,347.0,502.0,815.0,661.0,490.0,358.0,525.0
2017-08-26 01:30:00,463.0,695.0,602.0,353.0,472.0,824.0,703.0,477.0,370.0,543.0
2017-08-26 01:40:00,447.0,707.0,643.0,353.0,461.0,771.0,654.0,477.0,372.0,519.0
2017-08-26 01:50:00,471.0,835.0,719.0,345.0,451.0,833.0,662.0,504.0,362.0,513.0
2017-08-26 02:00:00,665.0,882.0,648.0,353.0,704.0,838.0,710.0,578.0,338.0,535.0
2017-08-26 02:10:00,551.0,848.0,658.0,331.0,579.0,801.0,753.0,585.0,354.0,532.0
2017-08-26 02:20:00,570.0,744.0,632.0,336.0,650.0,888.0,753.0,551.0,346.0,543.0
2017-08-26 02:30:00,526.0,718.0,661.0,336.0,649.0,839.0,760.0,624.0,378.0,571.0
2017-08-26 02:40:00,535.0,734.0,680.0,347.0,683.0,816.0,736.0,636.0,352.0,553.0
2017-08-26 02:50:00,548.0,879.0,636.0,356.0,680.0,990.0,713.0,590.0,385.0,584.0
2017-08-26 03:00:00,526.0,979.0,549.0,402.0,670.0,1054.0,738.0,682.0,372.0,772.0
2017-08-26 03:10:00,602.0,958.0,592.0,384.0,621.0,1015.0,745.0,727.0,392.0,687.0
2017-08-26 03:20:00,516.0,980.0,549.0,383.0,681.0,1071.0,759.0,695.0,520.0,688.0
2017-08-26 03:30:00,559.0,1056.0,614.0,372.0,614.0,1041.0,736.0,677.0,522.0,734.0
2017-08-26 03:40:00,581.0,1122.0,653.0,368.0,682.0,1036.0,744.0,691.0,504.0,717.0
2017-08-26 03:50:00,625.0,1075.0,641.0,375.0,659.0,1086.0,690.0,686.0,501.0,727.0
2017-08-26 04:00:00,696.0,1083.0,651.0,397.0,652.0,1128.0,884.0,688.0,495.0,722.0
2017-08-26 04:10:00,695.0,991.0,739.0,405.0,630.0,1065.0,975.0,698.0,552.0,755.0
2017-08-26 04:20:00,657.0,1002.0,738.0,408.0,619.0,1038.0,941.0,661.0,526.0,739.0
2017-08-26 04:30:00,654.0,863.0,781.0,414.0,631.0,1077.0,939.0,673.0,527.0,778.0
2017-08-26 04:40:00,642.0,808.0,813.0,415.0,658.0,1091.0,929.0,657.0,536.0,704.0
2017-08-26 04:50:00,642.0,808.0,811.0,417.0,686.0,1099.0,943.0,682.0,516.0,713.0
2017-08-26 05:00:00,582.0,926.0,810.0,416.0,730.0,1099.0,946.0,675.0,537.0,720.0
2017-08-26 05:10:00,681.0,990.0,810.0,399.0,816.0,1116.0,1020.0,680.0,520.0,706.0
2017-08-26 05:20:00,733.0,998.0,797.0,395.0,882.0,1138.0,991.0,675.0,499.0,779.0
2017-08-26 05:30:00,730.0,985.0,761.0,406.0,914.0,1079.0,963.0,670.0,541.0,755.0
2017-08-26 05:40:00,764.0,993.0,770.0,410.0,867.0,1079.0,939.0,700.0,559.0,746.0
2017-08-26 05:50:00,764.0,1044.0,789.0,425.0,901.0,1085.0,1021.0,670.0,537.0,774.0
2017-08-26 06:00:00,752.0,1026.0,849.0,412.0,855.0,1105.0,1119.0,678.0,484.0,790.0
2017-08-26 06:10:00,690.0,1150.0,855.0,396.0,878.0,1143.0,1147.0,598.0,490.0,801.0
2017-08-26 06:20:00,713.0,1205.0,857.0,394.0,1001.0,1123.0,1191.0,738.0,467.0,849.0
2017-08-26 06:30:00,791.0,1164.0,858.0,396.0,1046.0,1113.0,1198.0,745.0,495.0,786.0
2017-08-26 06:40:00,793.0,1043.0,847.0,414.0,1041.0,1073.0,1189.0,735.0,564.0,803.0
2017-08-26 06:50:00,735.0,1075.0,719.0,411.0,958.0,1104.0,1124.0,707.0,585.0,780.0
2017-08-26 07:00:00,750.0,1075.0,754.0,436.0,955.0,1149.0,1199.0,713.0,593.0,789.0
2017-08-26 07:10:00,683.0,967.0,775.0,396.0,876.0,1100.0,1111.0,651.0,521.0,763.0
2017-08-26 07:20:00,652.0,978.0,860.0,407.0,910.0,1155.0,1093.0,657.0,521.0,796.0
2017-08-26 07:30:00,611.0,971.0,825.0,401.0,979.0,1125.0,1220.0,679.0,499.0,839.0
2017-08-26 07:40:00,589.0,971.0,813.0,417.0,959.0,1125.0,1236.0,682.0,492.0,798.0
2017-08-26 07:50:00,581.0,993.0,810.0,418.0,927.0,1156.0,1070.0,742.0,489.0,825.0
2017-08-26 08:00:00,607.0,1004.0,794.0,425.0,1000.0,1130.0,1074.0,776.0,509.0,834.0
2017-08-26 08:10:00,645.0,985.0,808.0,404.0,1034.0,1068.0,1095.0,747.0,518.0,856.0
2017-08-26 08:20:00,741.0,973.0,803.0,437.0,1021.0,1075.0,1201.0,770.0,579.0,831.0
2017-08-26 08:30:00,746.0,998.0,861.0,513.0,1007.0,1095.0,1171.0,718.0,607.0,832.0
2017-08-26 08:40:00,720.0,1023.0,886.0,527.0,1013.0,1074.0,1143.0,733.0,585.0,787.0
2017-08-26 08:50:00,763.0,1124.0,903.0,534.0,1004.0,1264.0,1068.0,767.0,537.0,763.0
2017-08-26 09:00:00,753.0,1483.0,905.0,527.0,998.0,1392.0,1184.0,765.0,526.0,760.0
2017-08-26 09:10:00,752.0,1424.0,879.0,523.0,1032.0,1300.0,1165.0,718.0,521.0,763.0
2017-08-26 09:20:00,795.0,1377.0,829.0,518.0,1084.0,1372.0,1220.0,745.0,619.0,780.0
2017-08-26 09:30:00,846.0,1345.0,801.0,539.0,1048.0,1365.0,1266.0,756.0,679.0,813.0
2017-08-26 09:40:00,765.0,1346.0,920.0,534.0,1085.0,1368.0,1180.0,749.0,662.0,791.0
2017-08-26 09:50:00,768.0,1522.0,875.0,562.0,1057.0,1422.0,1242.0,752.0,620.0,736.0
2017-08-26 10:00:00,760.0,1512.0,910.0,563.0,1076.0,1452.0,1292.0,726.0,613.0,802.0
2017-08-26 10:10:00,745.0,1440.0,879.0,545.0,1072.0,1501.0,1341.0,788.0,583.0,803.0
2017-08-26 10:20:00,817.0,1407.0,888.0,549.0,1100.0,1441.0,1216.0,812.0,611.0,846.0
2017-08-26 10:30:00,810.0,1389.0,891.0,548.0,1089.0,1448.0,1205.0,817.0,651.0,925.0
2017-08-26 10:40:00,859.0,1373.0,890.0,556.0,1073.0,1408.0,1229.0,810.0,661.0,862.0
2017-08-26 10:50:00,836.0,1362.0,892.0,575.0,1083.0,1399.0,1277.0,819.0,644.0,852.0
2017-08-26 11:00:00,784.0,1338.0,958.0,570.0,1102.0,1355.0,1254.0,817.0,627.0,820.0
2017-08-26 11:10:00,777.0,1361.0,963.0,555.0,1098.0,1413.0,1263.0,799.0,551.0,786.0
2017-08-26 11:20:00,795.0,1369.0,902.0,545.0,1101.0,1421.0,1243.0,854.0,557.0,802.0
2017-08-26 11:30:00,798.0,1407.0,882.0,535.0,1068.0,1393.0,1177.0,860.0,556.0,818.0
2017-08-26 11:40:00,810.0,1423.0,856.0,572.0,1093.0,1313.0,1138.0,893.0,553.0,820.0
2017-08-26 11:50:00,820.0,1442.0,896.0,585.0,1075.0,1374.0,1144.0,898.0,512.0,806.0
2017-08-26 12:00:00,808.0,1419.0,904.0,583.0,1101.0,1350.0,1286.0,891.0,495.0,797.0
2017-08-26 12:10:00,794.0,1386.0,890.0,553.0,1093.0,1328.0,1295.0,913.0,499.0,800.0
2017-08-26 12:20:00,859.0,1359.0,912.0,555.0,1095.0,1418.0,1193.0,918.0,503.0,817.0
2017-08-26 12:30:00,901.0,1390.0,898.0,556.0,1080.0,1416.0,1319.0,844.0,532.0,799.0
2017-08-26 12:40:00,867.0,1428.0,914.0,567.0,1095.0,1372.0,1307.0,810.0,513.0,782.0
2017-08-26 12:50:00,798.0,1458.0,935.0,564.0,1066.0,1461.0,1282.0,828.0,497.0,823.0
2017-08-26 13:00:00,809.0,1477.0,925.0,575.0,1065.0,1451.0,1298.0,835.0,476.0,865.0
2017-08-26 13:10:00,854.0,1457.0,921.0,546.0,1082.0,1431.0,1395.0,790.0,489.0,841.0
2017-08-26 13:20:00,857.0,1449.0,906.0,530.0,1085.0,1496.0,1359.0,803.0,499.0,829.0
2017-08-26 13:30:00,853.0,1426.0,916.0,537.0,1078.0,1548.0,1302.0,796.0,534.0,794.0
2017-08-26 13:40:00,846.0,1414.0,903.0,565.0,1084.0,1518.0,1341.0,883.0,535.0,735.0
2017-08-26 13:50:00,814.0,1488.0,899.0,560.0,1104.0,1540.0,1327.0,834.0,505.0,769.0
2017-08-26 14:00:00,865.0,1490.0,900.0,561.0,1112.0,1597.0,1280.0,857.0,514.0,773.0
2017-08-26 14:10:00,857.0,1489.0,899.0,549.0,1109.0,1523.0,1270.0,959.0,512.0,762.0
2017-08-26 14:20:00,832.0,1486.0,918.0,534.0,1136.0,1528.0,1285.0,990.0,517.0,752.0
2017-08-26 14:30:00,878.0,1464.0,916.0,527.0,1100.0,1542.0,1403.0,965.0,557.0,809.0
2017-08-26 14:40:00,918.0,1479.0,913.0,538.0,1135.0,1540.0,1385.0,943.0,550.0,780.0
2017-08-26 14:50:00,888.0,1523.0,943.0,564.0,1123.0,1613.0,1329.0,1006.0,528.0,752.0
2017-08-26 15:00:00,843.0,1524.0,909.0,569.0,1129.0,1656.0,1345.0,1032.0,505.0,745.0
2017-08-26 15:10:00,864.0,1553.0,905.0,554.0,1183.0,1652.0,1368.0,973.0,524.0,762.0
2017-08-26 15:20:00,828.0,1555.0,883.0,547.0,1126.0,1627.0,1299.0,884.0,545.0,778.0
2017-08-26 15:30:00,870.0,1497.0,916.0,557.0,1118.0,1573.0,1204.0,897.0,578.0,826.0
2017-08-26 15:40:00,829.0,1514.0,935.0,560.0,1149.0,1597.0,1276.0,905.0,583.0,810.0
2017-08-26 15:50:00,856.0,1540.0,917.0,571.0,1137.0,1585.0,1312.0,927.0,576.0,778.0
2017-08-26 16:00:00,814.0,1525.0,892.0,583.0,1131.0,1583.0,1238.0,965.0,561.0,775.0
2017-08-26 16:10:00,828.0,1464.0,898.0,566.0,1182.0,1585.0,1257.0,956.0,551.0,779.0
2017-08-26 16:20:00,896.0,1439.0,894.0,552.0,1134.0,1614.0,1238.0,896.0,558.0,797.0
2017-08-26 16:30:00,870.0,1419.0,909.0,552.0,1140.0,1652.0,1243.0,923.0,568.0,799.0
2017-08-26 16:40:00,820.0,1471.0,900.0,558.0,1162.0,1585.0,1260.0,933.0,562.0,787.0
2017-08-26 16:50:00,832.0,1496.0,934.0,550.0,1171.0,1553.0,1261.0,941.0,562.0,784.0
2017-08-26 17:00:00,786.0,1508.0,945.0,550.0,1110.0,1521.0,1265.0,918.0,535.0,764.0
2017-08-26 17:10:00,762.0,1440.0,941.0,532.0,1159.0,1512.0,1253.0,904.0,548.0,768.0
2017-08-26 17:20:00,816.0,1474.0,928.0,520.0,1160.0,1553.0,1226.0,912.0,551.0,758.0
2017-08-26 17:30:00,797.0,1465.0,939.0,539.0,1106.0,1518.0,1236.0,899.0,568.0,799.0
2017-08-26 17:40:00,795.0,1473.0,944.0,555.0,1104.0,1499.0,1246.0,912.0,566.0,791.0
2017-08-26 17:50:00,764.0,1516.0,942.0,565.0,1093.0,1500.0,1243.0,893.0,542.0,778.0
2017-08-26 18:00:00,773.0,1562.0,928.0,557.0,1081.0,1488.0,1248.0,877.0,531.0,776.0
2017-08-26 18:10:00,762.0,1523.0,927.0,557.0,1086.0,1461.0,1235.0,876.0,522.0,768.0
2017-08-26 18:20:00,757.0,1499.0,917.0,550.0,1107.0,1506.0,1245.0,875.0,554.0,754.0
2017-08-26 18:30:00,766.0,1456.0,909.0,543.0,1115.0,1476.0,1245.0,868.0,576.0,738.0
2017-08-26 18:40:00,792.0,1470.0,913.0,543.0,1108.0,1431.0,1255.0,874.0,599.0,739.0
2017-08-26 18:50:00,763.0,1468.0,906.0,551.0,1096.0,1481.0,1217.0,893.0,547.0,728.0
2017-08-26 19:00:00,740.0,1398.0,897.0,550.0,1092.0,1482.0,1247.0,871.0,552.0,704.0
2017-08-26 19:10:00,755.0,1415.0,868.0,539.0,1076.0,1352.0,1256.0,837.0,548.0,696.0
2017-08-26 19:20:00,736.0,1443.0,758.0,542.0,1054.0,1421.0,1250.0,850.0,536.0,717.0
2017-08-26 19:30:00,746.0,1431.0,766.0,535.0,1065.0,1404.0,1236.0,866.0,531.0,729.0
2017-08-26 19:40:00,751.0,1434.0,739.0,540.0,1045.0,1353.0,1211.0,855.0,516.0,700.0
2017-08-26 19:50:00,763.0,1414.0,727.0,535.0,1044.0,1454.0,1202.0,876.0,516.0,709.0
2017-08-26 20:00:00,731.0,1409.0,831.0,533.0,1039.0,1490.0,1171.0,888.0,495.0,706.0
2017-08-26 20:10:00,735.0,1314.0,875.0,506.0,1023.0,1371.0,1167.0,858.0,487.0,700.0
2017-08-26 20:20:00,728.0,1318.0,862.0,513.0,985.0,1288.0,1154.0,809.0,487.0,731.0
2017-08-26 20:30:00,714.0,1302.0,871.0,508.0,972.0,1302.0,1171.0,813.0,412.0,781.0
2017-08-26 20:40:00,710.0,1278.0,870.0,517.0,1005.0,1254.0,1161.0,821.0,379.0,741.0
2017-08-26 20:50:00,706.0,1154.0,869.0,523.0,937.0,1273.0,1116.0,824.0,294.0,669.0
2017-08-26 21:00:00,679.0,1092.0,858.0,516.0,709.0,1004.0,1135.0,661.0,276.0,673.0
2017-08-26 21:10:00,671.0,996.0,819.0,493.0,622.0,934.0,1066.0,632.0,276.0,664.0
2017-08-26 21:20:00,702.0,847.0,803.0,478.0,609.0,890.0,867.0,637.0,285.0,649.0
2017-08-26 21:30:00,726.0,793.0,786.0,363.0,524.0,849.0,845.0,610.0,301.0,628.0
2017-08-26 21:40:00,635.0,760.0,832.0,335.0,495.0,814.0,824.0,585.0,301.0,610.0
2017-08-26 21:50:00,517.0,789.0,686.0,335.0,466.0,810.0,811.0,580.0,261.0,561.0
2017-08-26 22:00:00,492.0,778.0,687.0,287.0,446.0,798.0,784.0,549.0,246.0,541.0
2017-08-26 22:10:00,547.0,834.0,749.0,284.0,452.0,798.0,754.0,542.0,245.0,524.0
2017-08-26 22:20:00,597.0,827.0,738.0,277.0,474.0,817.0,747.0,514.0,246.0,523.0
2017-08-26 22:30:00,580.0,774.0,711.0,288.0,442.0,791.0,734.0,506.0,287.0,468.0
2017-08-26 22:40:00,512.0,697.0,685.0,298.0,462.0,746.0,718.0,504.0,275.0,452.0
2017-08-26 22:50:00,544.0,681.0,672.0,305.0,449.0,755.0,714.0,513.0,260.0,450.0
2017-08-26 23:00:00,544.0,656.0,666.0,293.0,441.0,755.0,717.0,511.0,250.0,435.0
2017-08-26 23:10:00,522.0,692.0,671.0,272.0,430.0,734.0,706.0,519.0,248.0,435.0
2017-08-26 23:20:00,527.0,713.0,665.0,262.0,412.0,762.0,697.0,491.0,259.0,452.0
2017-08-26 23:30:00,534.0,691.0,666.0,266.0,421.0,740.0,663.0,479.0,269.0,461.0
2017-08-26 23:40:00,525.0,656.0,662.0,295.0,430.0,721.0,651.0,493.0,265.0,478.0
2017-08-26 23:50:00,567.0,682.0,646.0,294.0,439.0,733.0,623.0,483.0,244.0,488.0
2017-08-27 00:00:00,547.0,634.0,635.0,320.0,422.0,653.0,631.0,478.0,249.0,460.0
2017-08-27 00:10:00,530.0,586.0,639.0,332.0,429.0,634.0,597.0,486.0,250.0,451.0
2017-08-27 00:20:00,522.0,591.0,635.0,330.0,431.0,651.0,573.0,474.0,266.0,466.0
2017-08-27 00:30:00,518.0,589.0,635.0,326.0,399.0,632.0,619.0,455.0,270.0,456.0
2017-08-27 00:40:00,496.0,586.0,638.0,323.0,401.0,583.0,629.0,434.0,268.0,436.0
2017-08-27 00:50:00,429.0,619.0,634.0,312.0,411.0,708.0,618.0,437.0,254.0,425.0
2017-08-27 01:00:00,498.0,654.0,620.0,356.0,389.0,689.0,643.0,447.0,246.0,428.0
2017-08-27 01:10:00,506.0,617.0,614.0,342.0,413.0,663.0,629.0,407.0,255.0,419.0
2017-08-27 01:20:00,519.0,607.0,620.0,333.0,427.0,665.0,633.0,383.0,262.0,419.0
2017-08-27 01:30:00,520.0,597.0,620.0,332.0,403.0,671.0,649.0,392.0,282.0,431.0
2017-08-27 01:40:00,518.0,602.0,632.0,339.0,399.0,641.0,624.0,400.0,270.0,404.0
2017-08-27 01:50:00,516.0,627.0,645.0,354.0,398.0,676.0,626.0,427.0,258.0,415.0
2017-08-27 02:00:00,508.0,647.0,628.0,356.0,427.0,677.0,637.0,457.0,245.0,425.0
2017-08-27 02:10:00,482.0,619.0,610.0,344.0,399.0,651.0,629.0,466.0,246.0,408.0
2017-08-27 02:20:00,510.0,618.0,601.0,334.0,427.0,679.0,634.0,443.0,270.0,411.0
2017-08-27 02:30:00,516.0,613.0,608.0,330.0,417.0,657.0,626.0,428.0,276.0,453.0
2017-08-27 02:40:00,492.0,624.0,605.0,334.0,409.0,652.0,595.0,425.0,276.0,429.0
2017-08-27 02:50:00,486.0,620.0,570.0,328.0,408.0,706.0,578.0,418.0,246.0,420.0
2017-08-27 03:00:00,489.0,604.0,488.0,374.0,382.0,685.0,593.0,432.0,240.0,412.0
2017-08-27 03:10:00,502.0,603.0,563.0,368.0,395.0,665.0,575.0,466.0,243.0,408.0
2017-08-27 03:20:00,512.0,621.0,563.0,364.0,394.0,700.0,598.0,473.0,257.0,422.0
2017-08-27 03:30:00,510.0,644.0,501.0,341.0,406.0,657.0,589.0,459.0,269.0,455.0
2017-08-27 03:40:00,510.0,622.0,589.0,355.0,416.0,686.0,567.0,466.0,290.0,447.0
2017-08-27 03:50:00,503.0,627.0,593.0,361.0,403.0,706.0,547.0,472.0,254.0,439.0
2017-08-27 04:00:00,504.0,606.0,556.0,367.0,391.0,664.0,564.0,479.0,278.0,420.0
2017-08-27 04:10:00,518.0,573.0,585.0,366.0,404.0,667.0,571.0,457.0,302.0,409.0
2017-08-27 04:20:00,507.0,560.0,563.0,383.0,397.0,673.0,596.0,452.0,295.0,431.0
2017-08-27 04:30:00,479.0,549.0,529.0,392.0,418.0,647.0,620.0,446.0,315.0,444.0
2017-08-27 04:40:00,390.0,553.0,557.0,398.0,406.0,645.0,609.0,445.0,306.0,430.0
2017-08-27 04:50:00,388.0,591.0,588.0,406.0,426.0,710.0,603.0,455.0,317.0,423.0
2017-08-27 05:00:00,512.0,600.0,591.0,404.0,414.0,687.0,622.0,472.0,306.0,410.0
2017-08-27 05:10:00,493.0,578.0,602.0,392.0,433.0,667.0,623.0,468.0,312.0,410.0
2017-08-27 05:20:00,509.0,565.0,626.0,386.0,431.0,690.0,622.0,432.0,299.0,414.0
2017-08-27 05:30:00,532.0,538.0,628.0,409.0,410.0,671.0,639.0,426.0,325.0,414.0
2017-08-27 05:40:00,503.0,548.0,625.0,417.0,416.0,668.0,630.0,438.0,314.0,416.0
2017-08-27 05:50:00,509.0,592.0,622.0,435.0,409.0,665.0,626.0,435.0,315.0,411.0
2017-08-27 06:00:00,413.0,593.0,614.0,410.0,403.0,662.0,608.0,427.0,294.0,416.0
2017-08-27 06:10:00,498.0,578.0,612.0,397.0,405.0,658.0,612.0,421.0,303.0,414.0
2017-08-27 06:20:00,479.0,563.0,607.0,396.0,454.0,661.0,628.0,429.0,293.0,422.0
2017-08-27 06:30:00,493.0,572.0,603.0,399.0,441.0,651.0,641.0,453.0,325.0,407.0
2017-08-27 06:40:00,500.0,572.0,608.0,411.0,432.0,592.0,616.0,403.0,331.0,390.0
2017-08-27 06:50:00,473.0,567.0,496.0,419.0,407.0,647.0,621.0,431.0,297.0,396.0
2017-08-27 07:00:00,464.0,541.0,495.0,415.0,382.0,652.0,637.0,421.0,300.0,390.0
2017-08-27 07:10:00,365.0,556.0,512.0,377.0,404.0,641.0,614.0,401.0,279.0,386.0
2017-08-27 07:20:00,366.0,562.0,622.0,398.0,408.0,659.0,590.0,403.0,299.0,399.0
2017-08-27 07:30:00,349.0,589.0,633.0,401.0,401.0,648.0,588.0,386.0,306.0,407.0
2017-08-27 07:40:00,352.0,583.0,633.0,409.0,388.0,628.0,556.0,428.0,326.0,391.0
2017-08-27 07:50:00,390.0,595.0,627.0,400.0,389.0,680.0,565.0,437.0,328.0,386.0
2017-08-27 08:00:00,514.0,599.0,620.0,423.0,396.0,651.0,600.0,438.0,331.0,393.0
2017-08-27 08:10:00,469.0,546.0,615.0,417.0,401.0,625.0,587.0,446.0,304.0,384.0
2017-08-27 08:20:00,469.0,542.0,612.0,425.0,411.0,636.0,582.0,427.0,291.0,387.0
2017-08-27 08:30:00,366.0,543.0,612.0,513.0,392.0,660.0,607.0,398.0,312.0,429.0
2017-08-27 08:40:00,334.0,535.0,606.0,503.0,393.0,635.0,564.0,396.0,302.0,402.0
2017-08-27 08:50:00,324.0,598.0,598.0,496.0,383.0,648.0,558.0,408.0,292.0,371.0
2017-08-27 09:00:00,325.0,608.0,593.0,491.0,376.0,664.0,567.0,423.0,287.0,379.0
2017-08-27 09:10:00,314.0,590.0,542.0,489.0,400.0,628.0,570.0,400.0,276.0,386.0
2017-08-27 09:20:00,324.0,591.0,471.0,484.0,406.0,634.0,608.0,399.0,292.0,385.0
2017-08-27 09:30:00,353.0,587.0,595.0,490.0,399.0,630.0,624.0,404.0,305.0,425.0
2017-08-27 09:40:00,343.0,580.0,610.0,495.0,401.0,630.0,613.0,385.0,308.0,406.0
2017-08-27 09:50:00,329.0,587.0,599.0,528.0,395.0,700.0,615.0,425.0,281.0,383.0
2017-08-27 10:00:00,334.0,610.0,564.0,530.0,407.0,672.0,622.0,406.0,278.0,385.0
2017-08-27 10:10:00,322.0,606.0,595.0,522.0,388.0,675.0,617.0,395.0,267.0,388.0
2017-08-27 10:20:00,332.0,611.0,592.0,529.0,414.0,669.0,633.0,390.0,293.0,405.0
2017-08-27 10:30:00,349.0,607.0,569.0,530.0,409.0,655.0,631.0,405.0,301.0,423.0
2017-08-27 10:40:00,373.0,599.0,545.0,524.0,407.0,725.0,619.0,423.0,286.0,415.0
2017-08-27 10:50:00,356.0,595.0,570.0,535.0,427.0,734.0,624.0,432.0,266.0,407.0
2017-08-27 11:00:00,368.0,589.0,573.0,521.0,420.0,733.0,630.0,454.0,258.0,403.0
2017-08-27 11:10:00,385.0,607.0,612.0,523.0,412.0,713.0,616.0,455.0,254.0,403.0
2017-08-27 11:20:00,390.0,623.0,617.0,519.0,408.0,738.0,598.0,448.0,272.0,410.0
2017-08-27 11:30:00,372.0,635.0,628.0,529.0,418.0,729.0,597.0,440.0,281.0,425.0
2017-08-27 11:40:00,361.0,638.0,620.0,542.0,429.0,717.0,600.0,451.0,284.0,446.0
2017-08-27 11:50:00,383.0,646.0,623.0,538.0,425.0,723.0,589.0,472.0,263.0,438.0
2017-08-27 12:00:00,384.0,657.0,623.0,525.0,429.0,714.0,606.0,461.0,266.0,432.0
2017-08-27 12:10:00,392.0,603.0,615.0,508.0,452.0,708.0,611.0,479.0,271.0,435.0
2017-08-27 12:20:00,360.0,619.0,618.0,519.0,451.0,785.0,603.0,466.0,272.0,445.0
2017-08-27 12:30:00,376.0,613.0,616.0,521.0,408.0,749.0,628.0,464.0,299.0,439.0
2017-08-27 12:40:00,362.0,642.0,627.0,520.0,420.0,740.0,634.0,448.0,286.0,427.0
2017-08-27 12:50:00,378.0,687.0,627.0,534.0,414.0,772.0,610.0,479.0,267.0,425.0
2017-08-27 13:00:00,365.0,709.0,629.0,423.0,393.0,767.0,633.0,461.0,265.0,419.0
2017-08-27 13:10:00,368.0,666.0,633.0,373.0,472.0,765.0,641.0,428.0,276.0,422.0
2017-08-27 13:20:00,376.0,672.0,634.0,381.0,465.0,811.0,660.0,425.0,285.0,414.0
2017-08-27 13:30:00,397.0,681.0,646.0,311.0,443.0,802.0,665.0,429.0,316.0,432.0
2017-08-27 13:40:00,450.0,683.0,649.0,328.0,447.0,830.0,650.0,453.0,303.0,421.0
2017-08-27 13:50:00,575.0,723.0,641.0,329.0,442.0,860.0,653.0,468.0,288.0,424.0
2017-08-27 14:00:00,396.0,739.0,648.0,321.0,463.0,870.0,667.0,499.0,272.0,425.0
2017-08-27 14:10:00,385.0,731.0,644.0,300.0,461.0,780.0,668.0,545.0,275.0,416.0
2017-08-27 14:20:00,403.0,742.0,637.0,298.0,499.0,798.0,683.0,513.0,300.0,432.0
2017-08-27 14:30:00,423.0,743.0,644.0,308.0,470.0,841.0,694.0,508.0,312.0,433.0
2017-08-27 14:40:00,404.0,717.0,638.0,316.0,466.0,803.0,674.0,520.0,308.0,445.0
2017-08-27 14:50:00,376.0,716.0,628.0,313.0,459.0,926.0,669.0,524.0,285.0,430.0
2017-08-27 15:00:00,378.0,689.0,618.0,315.0,454.0,976.0,659.0,525.0,289.0,430.0
2017-08-27 15:10:00,398.0,701.0,563.0,303.0,445.0,876.0,667.0,528.0,278.0,432.0
2017-08-27 15:20:00,412.0,728.0,562.0,298.0,458.0,916.0,688.0,527.0,295.0,443.0
2017-08-27 15:30:00,408.0,744.0,617.0,307.0,464.0,920.0,670.0,551.0,318.0,469.0
2017-08-27 15:40:00,399.0,752.0,646.0,319.0,468.0,909.0,611.0,545.0,320.0,460.0
2017-08-27 15:50:00,414.0,756.0,638.0,315.0,473.0,973.0,623.0,537.0,306.0,444.0
2017-08-27 16:00:00,422.0,749.0,628.0,315.0,486.0,922.0,663.0,543.0,285.0,440.0
2017-08-27 16:10:00,411.0,682.0,633.0,299.0,494.0,912.0,655.0,506.0,298.0,447.0
2017-08-27 16:20:00,405.0,671.0,623.0,311.0,496.0,945.0,649.0,488.0,303.0,448.0
2017-08-27 16:30:00,548.0,693.0,617.0,321.0,475.0,922.0,690.0,500.0,316.0,458.0
2017-08-27 16:40:00,527.0,697.0,631.0,317.0,481.0,868.0,697.0,483.0,312.0,455.0
2017-08-27 16:50:00,425.0,746.0,643.0,314.0,481.0,903.0,691.0,498.0,296.0,453.0
2017-08-27 17:00:00,379.0,760.0,645.0,307.0,488.0,878.0,702.0,497.0,295.0,439.0
2017-08-27 17:10:00,391.0,719.0,656.0,279.0,502.0,923.0,710.0,484.0,290.0,451.0
2017-08-27 17:20:00,407.0,691.0,657.0,290.0,510.0,955.0,707.0,474.0,309.0,448.0
2017-08-27 17:30:00,423.0,702.0,658.0,303.0,505.0,925.0,713.0,484.0,316.0,457.0
2017-08-27 17:40:00,386.0,682.0,662.0,324.0,496.0,881.0,710.0,479.0,325.0,448.0
2017-08-27 17:50:00,405.0,720.0,669.0,321.0,487.0,822.0,713.0,479.0,290.0,460.0
2017-08-27 18:00:00,411.0,734.0,669.0,324.0,483.0,803.0,716.0,464.0,282.0,461.0
2017-08-27 18:10:00,571.0,742.0,679.0,296.0,469.0,803.0,710.0,479.0,286.0,460.0
2017-08-27 18:20:00,573.0,743.0,676.0,289.0,523.0,838.0,713.0,473.0,297.0,441.0
2017-08-27 18:30:00,443.0,735.0,656.0,302.0,527.0,832.0,714.0,474.0,330.0,443.0
2017-08-27 18:40:00,397.0,738.0,651.0,317.0,486.0,804.0,707.0,462.0,313.0,437.0
2017-08-27 18:50:00,384.0,724.0,654.0,320.0,465.0,819.0,712.0,495.0,296.0,440.0
